slug,event_title,event_date,mu,fighter1,fighter2,f1_open,f1_close,f2_open,f2_close,f1_ticks,f2_ticks,t_open,t_close
ufc-fight-night-211-2441,UFC Fight Night 211 for June 4 | Best Fight Odds,2022-06-04,26920,Ode' Osbourne,Zarrukh Adashev,1.35714,1.46083,3.4,2.77,144,144,1652705766000,1654374876000
ufc-fight-night-211-2441,UFC Fight Night 211 for June 4 | Best Fight Odds,2022-06-04,26995,Alonzo Menifield,Askar Mozharov,1.76923,1.3861,2.1,3.09,193,193,1652705646000,1654373685000
ufc-fight-night-211-2441,UFC Fight Night 211 for June 4 | Best Fight Odds,2022-06-04,27297,Felice Herrig,Karolina Kowalkiewicz,2.0,1.87719,1.83333,1.93458,104,104,1653619208000,1654371936000
ufc-fight-night-211-2441,UFC Fight Night 211 for June 4 | Best Fight Odds,2022-06-04,26982,Alex da Silva,Joe Solecki,3.05,2.49,1.41667,1.55866,120,120,1652705646000,1654370321000
ufc-fight-night-211-2441,UFC Fight Night 211 for June 4 | Best Fight Odds,2022-06-04,27291,Damon Jackson,Daniel Argueta.,1.5,1.14306,2.7,5.86,141,141,1653619208000,1654368877000
ufc-fight-night-211-2441,UFC Fight Night 211 for June 4 | Best Fight Odds,2022-06-04,27181,Benoit Saint-Denis,Niklas Stolze,1.36364,1.60606,3.35,2.37,98,98,1652705766000,1654367558000
ufc-fight-night-211-2441,UFC Fight Night 211 for June 4 | Best Fight Odds,2022-06-04,27070,Johnny Munoz Jr.,Tony Gravely,2.3,2.07,1.66667,1.76923,144,144,1652705646000,1654366944000
ufc-fight-night-211-2441,UFC Fight Night 211 for June 4 | Best Fight Odds,2022-06-04,26919,Jeff Molina,Zhalgas Zhumagulov,1.5,1.53763,2.7,2.55,115,115,1652705766000,1654365159000
ufc-fight-night-211-2441,UFC Fight Night 211 for June 4 | Best Fight Odds,2022-06-04,26921,Andreas Michailidis,Rinat Fakhretdinov,3.5,3.17,1.33333,1.369,90,90,1652705766000,1654363477000
ufc-fight-night-211-2441,UFC Fight Night 211 for June 4 | Best Fight Odds,2022-06-04,26923,Erin Blanchfield,Jj Aldrich,1.36364,1.20202,3.35,4.65,150,150,1652705646000,1654362281000
ufc-fight-night-211-2569,UFC Fight Night 211 for September 17 | Best Fight Odds,2022-09-17,27552,Cory Sandhagen,Yadong Song,1.625,1.49505,2.4,2.68,95,95,1661427729000,1663464727000
ufc-fight-night-211-2569,UFC Fight Night 211 for September 17 | Best Fight Odds,2022-09-17,27634,Chidi Njokuani,Gregory Rodrigues,1.68966,1.76336,2.25,2.08,97,97,1661427729000,1663462808000
ufc-fight-night-211-2569,UFC Fight Night 211 for September 17 | Best Fight Odds,2022-09-17,28217,Andre Fili,Bill Algeo,2.4,1.76923,1.625,2.08,89,89,1661427851000,1663461028000
ufc-fight-night-211-2569,UFC Fight Night 211 for September 17 | Best Fight Odds,2022-09-17,28005,Alen Amedovski,Joe Pyfer,3.5,4.97,1.33333,1.18382,77,77,1661427852000,1663459928000
ufc-fight-night-211-2569,UFC Fight Night 211 for September 17 | Best Fight Odds,2022-09-17,27753,Rodrigo Nascimento,Tanner Boser,2.85,2.45,1.45455,1.57143,94,94,1661427851000,1663458134000
ufc-fight-night-211-2569,UFC Fight Night 211 for September 17 | Best Fight Odds,2022-09-17,28340,Anthony Hernandez,Marc-Andre Barriault,1.66667,1.46512,2.3,2.75,99,99,1661427851000,1663456100000
